1A76;230;
1A77;230;
1A78;230;
1A79;230;
1A7A;230;
1A7B;230;
1A7C;230;
1A7F;220;
1AB0;230;
1AB1;230;
1AB2;230;
1AB3;230;
1AB4;230;
1AB5;220;
1AB6;220;
1AB7;220;
1AB8;220;
1AB9;220;
1ABA;220;
1ABB;230;
1ABC;230;
1ABD;220;
1B34;7;
1B44;9;
1B6B;230;
1B6C;220;
1B6D;230;
1B6E;230;
1B6F;230;
1B70;230;
1B71;230;
1B72;230;
1B73;230;
1BAA;9;
1BAB;9;
1BE6;7;
1BF2;9;
1BF3;9;
1C37;7;
1CD0;230;
1CD1;230;
1CD2;230;
1CD4;1;
1CD5;220;
1CD6;220;
1CD7;220;
1CD8;220;
1CD9;220;
1CDA;230;
1CDB;230;
1CDC;220;
1CDD;220;
1CDE;220;
1CDF;220;
1CE0;230;
1CE2;1;
1CE3;1;
1CE4;1;
1CE5;1;
1CE6;1;
1CE7;1;
1CE8;1;
1CED;220;
1CF4;230;
1CF8;230;
1CF9;230;
1DC0;230;
1DC1;230;
1DC2;220;
1DC3;230;
1DC4;230;
1DC5;230;
1DC6;230;
1DC7;230;
1DC8;230;
1DC9;230;
1DCA;220;
1DCB;230;
1DCC;230;
1DCD;234;
1DCE;214;
1DCF;220;
1DD0;202;
1DD1;230;
1DD2;230;
1DD3;230;
1DD4;230;
1DD5;230;
1DD6;230;
1DD7;230;
1DD8;230;
1DD9;230;
1DDA;230;
1DDB;230;
1DDC;230;
1DDD;230;
1DDE;230;
1DDF;230;
1DE0;230;
1DE1;230;
1DE2;230;
1DE3;230;
1DE4;230;
1DE5;230;
1DE6;230;
1DE7;230;
1DE8;230;
1DE9;230;
1DEA;230;
1DEB;230;
1DEC;230;
1DED;230;
1DEE;230;
1DEF;230;
1DF0;230;
1DF1;230;
1DF2;230;
1DF3;230;
1DF4;230;
1DF5;230;
1DFC;233;
1DFD;220;
1DFE;230;
1DFF;220;
20D0;230;
20D1;230;
20D2;1;
20D3;1;
20D4;230;
20D5;230;
20D6;230;
20D7;230;
20D8;1;
20D9;1;
20DA;1;
20DB;230;
20DC;230;
20E1;230;
20E5;1;
20E6;1;
20E7;230;
20E8;220;
20E9;230;
20EA;1;
20EB;1;
20EC;220;
20ED;220;
20EE;220;
20EF;220;
20F0;230;
2CEF;230;
2CF0;230;
2CF1;230;
2D7F;9;
2DE0;230;
2DE1;230;
2DE2;230;
2DE3;230;
2DE4;230;
2DE5;230;
2DE6;230;
2DE7;230;
2DE8;230;
2DE9;230;
2DEA;230;
2DEB;230;
2DEC;230;
2DED;230;
2DEE;230;
2DEF;230;
2DF0;230;
2DF1;230;
2DF2;230;
2DF3;230;
2DF4;230;
2DF5;230;
2DF6;230;
2DF7;230;
2DF8;230;
2DF9;230;
2DFA;230;
2DFB;230;
2DFC;230;
2DFD;230;
2DFE;230;
2DFF;230;
302A;218;
302B;228;
302C;232;
302D;222;
302E;224;
302F;224;
3099;8;
309A;8;
A66F;230;
A674;230;
A675;230;
A676;230;
A677;230;
A678;230;
A679;230;
A67A;230;
A67B;230;
A67C;230;
A67D;230;
A69F;230;
A6F0;230;
A6F1;230;
A806;9;
A8C4;9;
A8E0;230;
A8E1;230;
A8E2;230;
A8E3;230;
A8E4;230;
A8E5;230;
A8E6;230;
A8E7;230;
A8E8;230;
A8E9;230;
A8EA;230;
A8EB;230;
A8EC;230;
A8ED;230;
A8EE;230;
A8EF;230;
A8F0;230;
A8F1;230;
A92B;220;
A92C;220;
A92D;220;
A953;9;
A9B3;7;
A9C0;9;
AAB0;230;
AAB2;230;
AAB3;230;
AAB4;220;
AAB7;230;
AAB8;230;
AABE;230;
AABF;230;
AAC1;230;
AAF6;9;
ABED;9;
FB1E;26;
FE20;230;
FE21;230;
FE22;230;
FE23;230;
FE24;230;
FE25;230;
FE26;230;
FE27;220;
FE28;220;
FE29;220;
FE2A;220;
FE2B;220;
FE2C;220;
FE2D;220;
101FD;220;
102E0;220;
10376;230;
10377;230;
10378;230;
10379;230;
1037A;230;
10A0D;220;
10A0F;230;
10A38;230;
10A39;1;
10A3A;220;
10A3F;9;
10AE5;230;
10AE6;220;
11046;9;
1107F;9;
110B9;9;
110BA;7;
11100;230;
11101;230;
11102;230;
11133;9;
11134;9;
11173;7;
111C0;9;
11235;9;
11236;7;
112E9;7;
112EA;9;
1133C;7;
1134D;9;
11366;230;
11367;230;
11368;230;
11369;230;
1136A;230;
1136B;230;
1136C;230;
11370;230;
11371;230;
11372;230;
11373;230;
11374;230;
114C2;9;
114C3;7;
115BF;9;
115C0;7;
1163F;9;
116B6;9;
116B7;7;
16AF0;1;
16AF1;1;
16AF2;1;
16AF3;1;
16AF4;1;
16B30;230;
16B31;230;
16B32;230;
16B33;230;
16B34;230;
16B35;230;
16B36;230;
1BC9E;1;
1D165;216;
1D166;216;
1D167;1;
1D168;1;
1D169;1;
1D16D;226;
1D16E;216;
1D16F;216;
1D170;216;
1D171;216;
1D172;216;
1D17B;220;
1D17C;220;
1D17D;220;
1D17E;220;
1D17F;220;
1D180;220;
1D181;220;
1D182;220;
1D185;230;
1D186;230;
1D187;230;
1D188;230;
1D189;230;
1D18A;220;
1D18B;220;
1D1AA;230;
1D1AB;230;
1D1AC;230;
1D1AD;230;
1D242;230;
1D243;230;
1D244;230;
1E8D0;220;
1E8D1;220;
1E8D2;220;
1E8D3;220;
1E8D4;220;
1E8D5;220;
1E8D6;220;
